_id,Term,FirstName,LastName,Committee,MTGNum,SessionDate,SessionType,SessionStart_EndTime,Present
623298,2018-2022,James,Pasternak,North York Community Council,28,2021-11-23,Morning,09:41AM - 11:48AM,Y
623299,2018-2022,Jaye,Robinson,North York Community Council,28,2021-11-23,Morning,09:41AM - 11:48AM,Y
623300,2018-2022,Ana,Bailão,Toronto Music Advisory Committee,11,2021-11-23,Afternoon,14:42PM - 17:20PM,Y
623301,2018-2022,Brad,Bradford,Toronto Music Advisory Committee,11,2021-11-23,Afternoon,14:42PM - 17:20PM,Y
623302,2018-2022,Michael,Thompson,Toronto Music Advisory Committee,11,2021-11-23,Afternoon,14:42PM - 17:20PM,N
623303,2018-2022,Ana,Bailão,Toronto and East York Community Council,29,2021-11-24,Morning,09:39AM - 12:26PM,Y
623304,2018-2022,Brad,Bradford,Toronto and East York Community Council,29,2021-11-24,Morning,09:39AM - 12:26PM,Y
623305,2018-2022,Joe,Cressy,Toronto and East York Community Council,29,2021-11-24,Morning,09:39AM - 12:26PM,N
623306,2018-2022,Paula,Fletcher,Toronto and East York Community Council,29,2021-11-24,Morning,09:39AM - 12:26PM,Y
623307,2018-2022,Mike,Layton,Toronto and East York Community Council,29,2021-11-24,Morning,09:39AM - 12:26PM,Y
623308,2018-2022,Josh,Matlow,Toronto and East York Community Council,29,2021-11-24,Morning,09:39AM - 12:26PM,Y
623309,2018-2022,Gord,Perks,Toronto and East York Community Council,29,2021-11-24,Morning,09:39AM - 12:26PM,Y
623310,2018-2022,Kristyn,Wong-Tam,Toronto and East York Community Council,29,2021-11-24,Morning,09:39AM - 12:26PM,Y
623311,2018-2022,Ana,Bailão,Toronto and East York Community Council,29,2021-11-24,Afternoon,13:35PM - 15:53PM,Y
623312,2018-2022,Brad,Bradford,Toronto and East York Community Council,29,2021-11-24,Afternoon,13:35PM - 15:53PM,Y
623313,2018-2022,Joe,Cressy,Toronto and East York Community Council,29,2021-11-24,Afternoon,13:35PM - 15:53PM,N
623314,2018-2022,Paula,Fletcher,Toronto and East York Community Council,29,2021-11-24,Afternoon,13:35PM - 15:53PM,Y
623315,2018-2022,Mike,Layton,Toronto and East York Community Council,29,2021-11-24,Afternoon,13:35PM - 15:53PM,Y
623316,2018-2022,Josh,Matlow,Toronto and East York Community Council,29,2021-11-24,Afternoon,13:35PM - 15:53PM,Y
623317,2018-2022,Gord,Perks,Toronto and East York Community Council,29,2021-11-24,Afternoon,13:35PM - 15:53PM,Y
623318,2018-2022,Kristyn,Wong-Tam,Toronto and East York Community Council,29,2021-11-24,Afternoon,13:35PM - 15:53PM,Y
623319,2018-2022,Ana,Bailão,Planning and Housing Committee,29,2021-11-25,Morning,09:37AM - 12:31PM,Y
623320,2018-2022,Brad,Bradford,Planning and Housing Committee,29,2021-11-25,Morning,09:37AM - 12:31PM,Y
623321,2018-2022,Paula,Fletcher,Planning and Housing Committee,29,2021-11-25,Morning,09:37AM - 12:31PM,Y
623322,2018-2022,Frances,Nunziata,Planning and Housing Committee,29,2021-11-25,Morning,09:37AM - 12:31PM,Y
623323,2018-2022,Gord,Perks,Planning and Housing Committee,29,2021-11-25,Morning,09:37AM - 12:31PM,Y
623324,2018-2022,Kristyn,Wong-Tam,Planning and Housing Committee,29,2021-11-25,Morning,09:37AM - 12:31PM,Y
623325,2018-2022,Ana,Bailão,Planning and Housing Committee,29,2021-11-25,Afternoon,13:38PM - 17:45PM,Y
623326,2018-2022,Brad,Bradford,Planning and Housing Committee,29,2021-11-25,Afternoon,13:38PM - 17:45PM,Y
623327,2018-2022,Paula,Fletcher,Planning and Housing Committee,29,2021-11-25,Afternoon,13:38PM - 17:45PM,Y
623328,2018-2022,Frances,Nunziata,Planning and Housing Committee,29,2021-11-25,Afternoon,13:38PM - 17:45PM,Y
623329,2018-2022,Gord,Perks,Planning and Housing Committee,29,2021-11-25,Afternoon,13:38PM - 17:45PM,Y
623330,2018-2022,Kristyn,Wong-Tam,Planning and Housing Committee,29,2021-11-25,Afternoon,13:38PM - 17:45PM,Y
623331,2018-2022,Paul,Ainslie,Scarborough Community Council,28,2021-11-26,Morning,09:34AM - 11:06AM,Y
623332,2018-2022,Gary,Crawford,Scarborough Community Council,28,2021-11-26,Morning,09:34AM - 11:06AM,Y
623333,2018-2022,Cynthia,Lai,Scarborough Community Council,28,2021-11-26,Morning,09:34AM - 11:06AM,Y
623334,2018-2022,Nick,Mantas,Scarborough Community Council,28,2021-11-26,Morning,09:34AM - 11:06AM,Y
623335,2018-2022,Jennifer,McKelvie,Scarborough Community Council,28,2021-11-26,Morning,09:34AM - 11:06AM,Y
623336,2018-2022,Michael,Thompson,Scarborough Community Council,28,2021-11-26,Morning,09:34AM - 11:06AM,Y
623337,2018-2022,Paul,Ainslie,General Government and Licensing Committee,27,2021-11-30,Morning,09:55AM - 12:30PM,Y
623338,2018-2022,John,Filion,General Government and Licensing Committee,27,2021-11-30,Morning,09:55AM - 12:30PM,N
623339,2018-2022,Stephen,Holyday,General Government and Licensing Committee,27,2021-11-30,Morning,09:55AM - 12:30PM,Y
623340,2018-2022,Nick,Mantas,General Government and Licensing Committee,27,2021-11-30,Morning,09:55AM - 12:30PM,Y
623341,2018-2022,Josh,Matlow,General Government and Licensing Committee,27,2021-11-30,Morning,09:55AM - 12:30PM,N
623342,2018-2022,Frances,Nunziata,General Government and Licensing Committee,27,2021-11-30,Morning,09:55AM - 12:30PM,Y
623343,2018-2022,Paul,Ainslie,General Government and Licensing Committee,27,2021-11-30,Afternoon,13:04PM - 13:38PM,Y
623344,2018-2022,John,Filion,General Government and Licensing Committee,27,2021-11-30,Afternoon,13:04PM - 13:38PM,N
623345,2018-2022,Stephen,Holyday,General Government and Licensing Committee,27,2021-11-30,Afternoon,13:04PM - 13:38PM,Y
623346,2018-2022,Nick,Mantas,General Government and Licensing Committee,27,2021-11-30,Afternoon,13:04PM - 13:38PM,N
623347,2018-2022,Josh,Matlow,General Government and Licensing Committee,27,2021-11-30,Afternoon,13:04PM - 13:38PM,N
623348,2018-2022,Frances,Nunziata,General Government and Licensing Committee,27,2021-11-30,Afternoon,13:04PM - 13:38PM,Y
623349,2018-2022,Paul,Ainslie,General Government and Licensing Committee,27,2021-11-30,Afternoon,13:43PM - 15:01PM,Y
623350,2018-2022,John,Filion,General Government and Licensing Committee,27,2021-11-30,Afternoon,13:43PM - 15:01PM,N
623351,2018-2022,Stephen,Holyday,General Government and Licensing Committee,27,2021-11-30,Afternoon,13:43PM - 15:01PM,Y
623352,2018-2022,Nick,Mantas,General Government and Licensing Committee,27,2021-11-30,Afternoon,13:43PM - 15:01PM,N
623353,2018-2022,Josh,Matlow,General Government and Licensing Committee,27,2021-11-30,Afternoon,13:43PM - 15:01PM,N
623354,2018-2022,Frances,Nunziata,General Government and Licensing Committee,27,2021-11-30,Afternoon,13:43PM - 15:01PM,Y
623355,2018-2022,Shelley,Carroll,Economic and Community Development Committee ,26,2021-12-01,Morning,09:32AM - 11:57AM,N
623356,2018-2022,Joe,Cressy,Economic and Community Development Committee ,26,2021-12-01,Morning,09:32AM - 11:57AM,Y
623357,2018-2022,Michael,Ford,Economic and Community Development Committee ,26,2021-12-01,Morning,09:32AM - 11:57AM,Y
623358,2018-2022,Mark,Grimes,Economic and Community Development Committee ,26,2021-12-01,Morning,09:32AM - 11:57AM,N
623359,2018-2022,Cynthia,Lai,Economic and Community Development Committee ,26,2021-12-01,Morning,09:32AM - 11:57AM,Y
623360,2018-2022,Michael,Thompson,Economic and Community Development Committee ,26,2021-12-01,Morning,09:32AM - 11:57AM,Y
623361,2018-2022,Shelley,Carroll,Economic and Community Development Committee ,26,2021-12-01,Afternoon,12:07PM - 14:00PM,N
623362,2018-2022,Joe,Cressy,Economic and Community Development Committee ,26,2021-12-01,Afternoon,12:07PM - 14:00PM,Y
623363,2018-2022,Michael,Ford,Economic and Community Development Committee ,26,2021-12-01,Afternoon,12:07PM - 14:00PM,Y
623364,2018-2022,Mark,Grimes,Economic and Community Development Committee ,26,2021-12-01,Afternoon,12:07PM - 14:00PM,N
623365,2018-2022,Cynthia,Lai,Economic and Community Development Committee ,26,2021-12-01,Afternoon,12:07PM - 14:00PM,Y
623366,2018-2022,Michael,Thompson,Economic and Community Development Committee ,26,2021-12-01,Afternoon,12:07PM - 14:00PM,Y
623367,2018-2022,Mike,Colle,Infrastructure and Environment Committee,26,2021-12-02,Morning,09:38AM - 12:29PM,Y
623368,2018-2022,Mike,Layton,Infrastructure and Environment Committee,26,2021-12-02,Morning,09:38AM - 12:29PM,Y
623369,2018-2022,Jennifer,McKelvie,Infrastructure and Environment Committee,26,2021-12-02,Morning,09:38AM - 12:29PM,Y
623370,2018-2022,Denzil,Minnan-Wong,Infrastructure and Environment Committee,26,2021-12-02,Morning,09:38AM - 12:29PM,Y
623371,2018-2022,James,Pasternak,Infrastructure and Environment Committee,26,2021-12-02,Morning,09:38AM - 12:29PM,Y
623372,2018-2022,Anthony,Perruzza,Infrastructure and Environment Committee,26,2021-12-02,Morning,09:38AM - 12:29PM,Y
623373,2018-2022,Mike,Colle,Infrastructure and Environment Committee,26,2021-12-02,Afternoon,13:33PM - 18:27PM,Y
623374,2018-2022,Mike,Layton,Infrastructure and Environment Committee,26,2021-12-02,Afternoon,13:33PM - 18:27PM,Y
623375,2018-2022,Jennifer,McKelvie,Infrastructure and Environment Committee,26,2021-12-02,Afternoon,13:33PM - 18:27PM,Y
623376,2018-2022,Denzil,Minnan-Wong,Infrastructure and Environment Committee,26,2021-12-02,Afternoon,13:33PM - 18:27PM,Y
623377,2018-2022,James,Pasternak,Infrastructure and Environment Committee,26,2021-12-02,Afternoon,13:33PM - 18:27PM,Y
623378,2018-2022,Anthony,Perruzza,Infrastructure and Environment Committee,26,2021-12-02,Afternoon,13:33PM - 18:27PM,Y
623379,2018-2022,Gary,Crawford,Board of Governors of Exhibition Place,21,2021-12-03,Morning,09:32AM - 09:50AM,Y
623380,2018-2022,Joe,Cressy,Board of Governors of Exhibition Place,21,2021-12-03,Morning,09:32AM - 09:50AM,N
623381,2018-2022,Michael,Ford,Board of Governors of Exhibition Place,21,2021-12-03,Morning,09:32AM - 09:50AM,Y
623382,2018-2022,Mark,Grimes,Board of Governors of Exhibition Place,21,2021-12-03,Morning,09:32AM - 09:50AM,N
623383,2018-2022,Mike,Layton,Toronto Preservation Board,29,2021-12-03,Morning,09:32AM - 12:25PM,Y
623384,2018-2022,Anthony,Perruzza,Board of Governors of Exhibition Place,21,2021-12-03,Morning,09:32AM - 09:50AM,Y
623385,2018-2022,Paul,Ainslie,Board of Health,32,2021-12-06,Morning,09:32AM - 12:43PM,Y
623386,2018-2022,Joe,Cressy,Board of Health,32,2021-12-06,Morning,09:32AM - 12:43PM,Y
623387,2018-2022,John,Filion,Board of Health,32,2021-12-06,Morning,09:32AM - 12:43PM,N
623388,2018-2022,Mike,Layton,Board of Health,32,2021-12-06,Morning,09:32AM - 12:43PM,Y
623389,2018-2022,Gord,Perks,Board of Health,32,2021-12-06,Morning,09:32AM - 12:43PM,Y
623390,2018-2022,Kristyn,Wong-Tam,Board of Health,32,2021-12-06,Morning,09:32AM - 12:43PM,Y
623391,2018-2022,Gary,Crawford,Civic Appointments Committee,26,2021-12-06,Afternoon,12:31PM - 12:33PM,Y
623392,2018-2022,Cynthia,Lai,Civic Appointments Committee,26,2021-12-06,Afternoon,12:31PM - 12:33PM,Y
623393,2018-2022,Mike,Layton,Civic Appointments Committee,26,2021-12-06,Afternoon,12:31PM - 12:33PM,N
623394,2018-2022,Denzil,Minnan-Wong,Civic Appointments Committee,26,2021-12-06,Afternoon,12:31PM - 12:33PM,Y
623395,2018-2022,Frances,Nunziata,Civic Appointments Committee,26,2021-12-06,Afternoon,12:31PM - 12:33PM,Y
623396,2018-2022,Gary,Crawford,Civic Appointments Committee,26,2021-12-06,Afternoon,12:35PM - 16:01PM,Y
623397,2018-2022,Cynthia,Lai,Civic Appointments Committee,26,2021-12-06,Afternoon,12:35PM - 16:01PM,Y
623398,2018-2022,Mike,Layton,Civic Appointments Committee,26,2021-12-06,Afternoon,12:35PM - 16:01PM,Y
623399,2018-2022,Denzil,Minnan-Wong,Civic Appointments Committee,26,2021-12-06,Afternoon,12:35PM - 16:01PM,Y
623400,2018-2022,Frances,Nunziata,Civic Appointments Committee,26,2021-12-06,Afternoon,12:35PM - 16:01PM,Y
623401,2018-2022,Paul,Ainslie,Board of Health,32,2021-12-06,Afternoon,13:33PM - 14:37PM,Y
623402,2018-2022,Joe,Cressy,Board of Health,32,2021-12-06,Afternoon,13:33PM - 14:37PM,Y
623403,2018-2022,John,Filion,Board of Health,32,2021-12-06,Afternoon,13:33PM - 14:37PM,N
623404,2018-2022,Mike,Layton,Board of Health,32,2021-12-06,Afternoon,13:33PM - 14:37PM,Y
623405,2018-2022,Gord,Perks,Board of Health,32,2021-12-06,Afternoon,13:33PM - 14:37PM,Y
623406,2018-2022,Kristyn,Wong-Tam,Board of Health,32,2021-12-06,Afternoon,13:33PM - 14:37PM,Y
623407,2018-2022,Gary,Crawford,Civic Appointments Committee,26,2021-12-06,Afternoon,16:02PM - 16:04PM,Y
623408,2018-2022,Cynthia,Lai,Civic Appointments Committee,26,2021-12-06,Afternoon,16:02PM - 16:04PM,Y
623409,2018-2022,Mike,Layton,Civic Appointments Committee,26,2021-12-06,Afternoon,16:02PM - 16:04PM,N
623410,2018-2022,Denzil,Minnan-Wong,Civic Appointments Committee,26,2021-12-06,Afternoon,16:02PM - 16:04PM,N
623411,2018-2022,Frances,Nunziata,Civic Appointments Committee,26,2021-12-06,Afternoon,16:02PM - 16:04PM,Y
623412,2018-2022,Paul,Ainslie,Executive Committee,28,2021-12-07,Morning,09:36AM - 13:10PM,Y
623413,2018-2022,Ana,Bailão,Executive Committee,28,2021-12-07,Morning,09:36AM - 13:10PM,Y
623414,2018-2022,Gary,Crawford,Executive Committee,28,2021-12-07,Morning,09:36AM - 13:10PM,Y
623415,2018-2022,Jennifer,McKelvie,Executive Committee,28,2021-12-07,Morning,09:36AM - 13:10PM,Y
623416,2018-2022,Denzil,Minnan-Wong,Executive Committee,28,2021-12-07,Morning,09:36AM - 13:10PM,Y
623417,2018-2022,James,Pasternak,Executive Committee,28,2021-12-07,Morning,09:36AM - 13:10PM,Y
623418,2018-2022,Michael,Thompson,Executive Committee,28,2021-12-07,Morning,09:36AM - 13:10PM,Y
623419,2018-2022,John,Tory,Executive Committee,28,2021-12-07,Morning,09:36AM - 13:10PM,Y
623420,2018-2022,Paul,Ainslie,"Two-Spirit, Lesbian, Gay, Bisexual, Transgender and Queer Advisory Committee",4,2021-12-08,Morning,09:35AM - 12:49PM,Y
623421,2018-2022,Kristyn,Wong-Tam,"Two-Spirit, Lesbian, Gay, Bisexual, Transgender and Queer Advisory Committee",4,2021-12-08,Morning,09:35AM - 12:49PM,Y
623422,2018-2022,Paul,Ainslie,Board of Management of the Toronto Zoo,19,2021-12-09,Afternoon,14:06PM - 15:23PM,Y
623423,2018-2022,Cynthia,Lai,Board of Management of the Toronto Zoo,19,2021-12-09,Afternoon,14:06PM - 15:23PM,Y
623424,2018-2022,Jennifer,McKelvie,Board of Management of the Toronto Zoo,19,2021-12-09,Afternoon,14:06PM - 15:23PM,Y
623425,2018-2022,Paul,Ainslie,Board of Management of the Toronto Zoo,19,2021-12-09,Afternoon,15:26PM - 15:34PM,Y
623426,2018-2022,Cynthia,Lai,Board of Management of the Toronto Zoo,19,2021-12-09,Afternoon,15:26PM - 15:34PM,Y
623427,2018-2022,Jennifer,McKelvie,Board of Management of the Toronto Zoo,19,2021-12-09,Afternoon,15:26PM - 15:34PM,Y
623428,2018-2022,Paul,Ainslie,Board of Management of the Toronto Zoo,19,2021-12-09,Afternoon,15:35PM - 15:36PM,Y
623429,2018-2022,Cynthia,Lai,Board of Management of the Toronto Zoo,19,2021-12-09,Afternoon,15:35PM - 15:36PM,Y
623430,2018-2022,Jennifer,McKelvie,Board of Management of the Toronto Zoo,19,2021-12-09,Afternoon,15:35PM - 15:36PM,Y
623431,2018-2022,Paula,Fletcher,CreateTO - Human Resources Committee,2,2021-12-10,Morning,09:33AM - 10:01AM,N
623432,2018-2022,Paula,Fletcher,CreateTO - Human Resources Committee,2,2021-12-10,Morning,10:04AM - 10:36AM,N
623433,2018-2022,Paula,Fletcher,CreateTO - Human Resources Committee,2,2021-12-10,Morning,10:37AM - 10:39AM,N
623434,2018-2022,Gary,Crawford,Debenture Committee,14,2021-12-13,Afternoon,14:35PM - 14:43PM,Y
623435,2018-2022,John,Tory,Debenture Committee,14,2021-12-13,Afternoon,14:35PM - 14:43PM,Y
623436,2018-2022,Paul,Ainslie,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623437,2018-2022,Ana,Bailão,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623438,2018-2022,Brad,Bradford,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623439,2018-2022,Shelley,Carroll,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623440,2018-2022,Mike,Colle,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623441,2018-2022,Gary,Crawford,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623442,2018-2022,Joe,Cressy,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623443,2018-2022,John,Filion,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623444,2018-2022,Paula,Fletcher,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623445,2018-2022,Michael,Ford,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623446,2018-2022,Mark,Grimes,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623447,2018-2022,Stephen,Holyday,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623448,2018-2022,Cynthia,Lai,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623449,2018-2022,Mike,Layton,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623450,2018-2022,Nick,Mantas,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623451,2018-2022,Josh,Matlow,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623452,2018-2022,Jennifer,McKelvie,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623453,2018-2022,Denzil,Minnan-Wong,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623454,2018-2022,Frances,Nunziata,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623455,2018-2022,James,Pasternak,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623456,2018-2022,Gord,Perks,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623457,2018-2022,Anthony,Perruzza,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623458,2018-2022,Jaye,Robinson,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623459,2018-2022,Michael,Thompson,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623460,2018-2022,John,Tory,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623461,2018-2022,Kristyn,Wong-Tam,City Council,38,2021-12-15,Morning,09:37AM - 10:57AM,Y
623462,2018-2022,Paul,Ainslie,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623463,2018-2022,Ana,Bailão,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623464,2018-2022,Brad,Bradford,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623465,2018-2022,Shelley,Carroll,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623466,2018-2022,Mike,Colle,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623467,2018-2022,Gary,Crawford,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623468,2018-2022,Joe,Cressy,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623469,2018-2022,John,Filion,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623470,2018-2022,Paula,Fletcher,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623471,2018-2022,Michael,Ford,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623472,2018-2022,Mark,Grimes,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623473,2018-2022,Stephen,Holyday,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623474,2018-2022,Cynthia,Lai,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623475,2018-2022,Mike,Layton,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623476,2018-2022,Nick,Mantas,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623477,2018-2022,Josh,Matlow,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623478,2018-2022,Jennifer,McKelvie,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623479,2018-2022,Denzil,Minnan-Wong,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623480,2018-2022,Frances,Nunziata,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623481,2018-2022,James,Pasternak,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623482,2018-2022,Gord,Perks,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623483,2018-2022,Anthony,Perruzza,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623484,2018-2022,Jaye,Robinson,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623485,2018-2022,Michael,Thompson,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623486,2018-2022,John,Tory,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623487,2018-2022,Kristyn,Wong-Tam,City Council,38,2021-12-15,Morning,11:08AM - 12:30PM,Y
623488,2018-2022,Paul,Ainslie,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623489,2018-2022,Ana,Bailão,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623490,2018-2022,Brad,Bradford,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623491,2018-2022,Shelley,Carroll,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623492,2018-2022,Mike,Colle,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623493,2018-2022,Gary,Crawford,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623494,2018-2022,Joe,Cressy,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623495,2018-2022,John,Filion,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623496,2018-2022,Paula,Fletcher,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623497,2018-2022,Michael,Ford,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623498,2018-2022,Mark,Grimes,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623499,2018-2022,Stephen,Holyday,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623500,2018-2022,Cynthia,Lai,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623501,2018-2022,Mike,Layton,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623502,2018-2022,Nick,Mantas,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623503,2018-2022,Josh,Matlow,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623504,2018-2022,Jennifer,McKelvie,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623505,2018-2022,Denzil,Minnan-Wong,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623506,2018-2022,Frances,Nunziata,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623507,2018-2022,James,Pasternak,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623508,2018-2022,Gord,Perks,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623509,2018-2022,Anthony,Perruzza,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623510,2018-2022,Jaye,Robinson,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623511,2018-2022,Michael,Thompson,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623512,2018-2022,John,Tory,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623513,2018-2022,Kristyn,Wong-Tam,City Council,38,2021-12-15,Afternoon,14:08PM - 18:04PM,Y
623514,2018-2022,Paul,Ainslie,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623515,2018-2022,Ana,Bailão,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623516,2018-2022,Brad,Bradford,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623517,2018-2022,Shelley,Carroll,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623518,2018-2022,Mike,Colle,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623519,2018-2022,Gary,Crawford,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623520,2018-2022,Joe,Cressy,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623521,2018-2022,John,Filion,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623522,2018-2022,Paula,Fletcher,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623523,2018-2022,Michael,Ford,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623524,2018-2022,Mark,Grimes,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623525,2018-2022,Stephen,Holyday,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623526,2018-2022,Cynthia,Lai,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623527,2018-2022,Mike,Layton,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623528,2018-2022,Nick,Mantas,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623529,2018-2022,Josh,Matlow,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623530,2018-2022,Jennifer,McKelvie,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623531,2018-2022,Denzil,Minnan-Wong,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623532,2018-2022,Frances,Nunziata,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623533,2018-2022,James,Pasternak,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623534,2018-2022,Gord,Perks,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623535,2018-2022,Anthony,Perruzza,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623536,2018-2022,Jaye,Robinson,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623537,2018-2022,Michael,Thompson,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623538,2018-2022,John,Tory,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623539,2018-2022,Kristyn,Wong-Tam,City Council,38,2021-12-16,Morning,09:34AM - 12:23PM,Y
623540,2018-2022,Paul,Ainslie,City Council,38,2021-12-16,Afternoon,13:36PM - 17:58PM,Y
623541,2018-2022,Ana,Bailão,City Council,38,2021-12-16,Afternoon,13:36PM - 17:58PM,Y
623542,2018-2022,Brad,Bradford,City Council,38,2021-12-16,Afternoon,13:36PM - 17:58PM,Y
