_id,Term,FirstName,LastName,Committee,MTGNum,SessionDate,SessionType,SessionStart_EndTime,Present
613125,2018-2022,Paul,Ainslie,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613126,2018-2022,Ana,Bailão,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613127,2018-2022,Brad,Bradford,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613128,2018-2022,Shelley,Carroll,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613129,2018-2022,Mike,Colle,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613130,2018-2022,Gary,Crawford,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613131,2018-2022,Joe,Cressy,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613132,2018-2022,John,Filion,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613133,2018-2022,Paula,Fletcher,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613134,2018-2022,Michael,Ford,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613135,2018-2022,Mark,Grimes,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613136,2018-2022,Stephen,Holyday,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613137,2018-2022,Jim,Karygiannis,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613138,2018-2022,Cynthia,Lai,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613139,2018-2022,Mike,Layton,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613140,2018-2022,Josh,Matlow,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613141,2018-2022,Jennifer,McKelvie,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613142,2018-2022,Denzil,Minnan-Wong,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613143,2018-2022,Frances,Nunziata,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613144,2018-2022,James,Pasternak,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613145,2018-2022,Gord,Perks,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613146,2018-2022,Anthony,Perruzza,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613147,2018-2022,Jaye,Robinson,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613148,2018-2022,Michael,Thompson,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613149,2018-2022,John,Tory,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613150,2018-2022,Kristyn,Wong-Tam,City Council,1,2018-12-04,Afternoon,14:00PM - 15:15PM,Y
613151,2018-2022,Paul,Ainslie,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613152,2018-2022,Ana,Bailão,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613153,2018-2022,Brad,Bradford,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613154,2018-2022,Shelley,Carroll,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613155,2018-2022,Mike,Colle,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613156,2018-2022,Gary,Crawford,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613157,2018-2022,Joe,Cressy,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613158,2018-2022,John,Filion,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613159,2018-2022,Paula,Fletcher,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613160,2018-2022,Michael,Ford,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613161,2018-2022,Mark,Grimes,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613162,2018-2022,Stephen,Holyday,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613163,2018-2022,Jim,Karygiannis,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613164,2018-2022,Cynthia,Lai,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613165,2018-2022,Mike,Layton,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613166,2018-2022,Josh,Matlow,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613167,2018-2022,Jennifer,McKelvie,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613168,2018-2022,Denzil,Minnan-Wong,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613169,2018-2022,Frances,Nunziata,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613170,2018-2022,James,Pasternak,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613171,2018-2022,Gord,Perks,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613172,2018-2022,Anthony,Perruzza,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613173,2018-2022,Jaye,Robinson,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613174,2018-2022,Michael,Thompson,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613175,2018-2022,John,Tory,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613176,2018-2022,Kristyn,Wong-Tam,City Council,1,2018-12-05,Morning,09:37AM - 12:09PM,Y
613177,2018-2022,Paul,Ainslie,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613178,2018-2022,Ana,Bailão,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613179,2018-2022,Brad,Bradford,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613180,2018-2022,Shelley,Carroll,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613181,2018-2022,Mike,Colle,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613182,2018-2022,Gary,Crawford,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613183,2018-2022,Joe,Cressy,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613184,2018-2022,John,Filion,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613185,2018-2022,Paula,Fletcher,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613186,2018-2022,Michael,Ford,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613187,2018-2022,Mark,Grimes,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613188,2018-2022,Stephen,Holyday,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613189,2018-2022,Jim,Karygiannis,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613190,2018-2022,Cynthia,Lai,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613191,2018-2022,Mike,Layton,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613192,2018-2022,Josh,Matlow,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613193,2018-2022,Jennifer,McKelvie,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613194,2018-2022,Denzil,Minnan-Wong,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613195,2018-2022,Frances,Nunziata,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613196,2018-2022,James,Pasternak,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613197,2018-2022,Gord,Perks,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613198,2018-2022,Anthony,Perruzza,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613199,2018-2022,Jaye,Robinson,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613200,2018-2022,Michael,Thompson,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613201,2018-2022,John,Tory,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613202,2018-2022,Kristyn,Wong-Tam,City Council,1,2018-12-05,Afternoon,12:17PM - 12:52PM,Y
613203,2018-2022,Ana,Bailão,CreateTO,1,2018-12-10,Afternoon,13:32PM - 14:12PM,Y
613204,2018-2022,Paul,Ainslie,Scarborough Community Council,1,2018-12-11,Morning,09:31AM - 09:35AM,Y
613205,2018-2022,Gary,Crawford,Scarborough Community Council,1,2018-12-11,Morning,09:31AM - 09:35AM,Y
613206,2018-2022,Jim,Karygiannis,Scarborough Community Council,1,2018-12-11,Morning,09:31AM - 09:35AM,Y
613207,2018-2022,Cynthia,Lai,Scarborough Community Council,1,2018-12-11,Morning,09:31AM - 09:35AM,Y
613208,2018-2022,Jennifer,McKelvie,Scarborough Community Council,1,2018-12-11,Morning,09:31AM - 09:35AM,Y
613209,2018-2022,Michael,Thompson,Scarborough Community Council,1,2018-12-11,Morning,09:31AM - 09:35AM,Y
613210,2018-2022,Ana,Bailão,Toronto and East York Community Council,1,2018-12-11,Morning,09:35AM - 09:42AM,Y
613211,2018-2022,Brad,Bradford,Toronto and East York Community Council,1,2018-12-11,Morning,09:35AM - 09:42AM,Y
613212,2018-2022,Joe,Cressy,Toronto and East York Community Council,1,2018-12-11,Morning,09:35AM - 09:42AM,Y
613213,2018-2022,Paula,Fletcher,Toronto and East York Community Council,1,2018-12-11,Morning,09:35AM - 09:42AM,Y
613214,2018-2022,Mike,Layton,Toronto and East York Community Council,1,2018-12-11,Morning,09:35AM - 09:42AM,Y
613215,2018-2022,Josh,Matlow,Toronto and East York Community Council,1,2018-12-11,Morning,09:35AM - 09:42AM,N
613216,2018-2022,Gord,Perks,Toronto and East York Community Council,1,2018-12-11,Morning,09:35AM - 09:42AM,Y
613217,2018-2022,Kristyn,Wong-Tam,Toronto and East York Community Council,1,2018-12-11,Morning,09:35AM - 09:42AM,Y
613218,2018-2022,Michael,Ford,Etobicoke York Community Council,1,2018-12-11,Morning,09:36AM - 09:40AM,Y
613219,2018-2022,Mark,Grimes,Etobicoke York Community Council,1,2018-12-11,Morning,09:36AM - 09:40AM,N
613220,2018-2022,Stephen,Holyday,Etobicoke York Community Council,1,2018-12-11,Morning,09:36AM - 09:40AM,Y
613221,2018-2022,Frances,Nunziata,Etobicoke York Community Council,1,2018-12-11,Morning,09:36AM - 09:40AM,Y
613222,2018-2022,Anthony,Perruzza,Etobicoke York Community Council,1,2018-12-11,Morning,09:36AM - 09:40AM,N
613223,2018-2022,Shelley,Carroll,North York Community Council,1,2018-12-11,Morning,09:37AM - 09:42AM,Y
613224,2018-2022,Mike,Colle,North York Community Council,1,2018-12-11,Morning,09:37AM - 09:42AM,Y
613225,2018-2022,John,Filion,North York Community Council,1,2018-12-11,Morning,09:37AM - 09:42AM,Y
613226,2018-2022,Denzil,Minnan-Wong,North York Community Council,1,2018-12-11,Morning,09:37AM - 09:42AM,Y
613227,2018-2022,James,Pasternak,North York Community Council,1,2018-12-11,Morning,09:37AM - 09:42AM,Y
613228,2018-2022,Jaye,Robinson,North York Community Council,1,2018-12-11,Morning,09:37AM - 09:42AM,Y
613229,2018-2022,Kristyn,Wong-Tam,Toronto Preservation Board,1,2018-12-11,Morning,10:34AM - 11:00AM,Y
613230,2018-2022,Gary,Crawford,Striking Committee,1,2018-12-12,Morning,09:32AM - 09:48AM,Y
613231,2018-2022,Stephen,Holyday,Striking Committee,1,2018-12-12,Morning,09:32AM - 09:48AM,Y
613232,2018-2022,Denzil,Minnan-Wong,Striking Committee,1,2018-12-12,Morning,09:32AM - 09:48AM,Y
613233,2018-2022,Frances,Nunziata,Striking Committee,1,2018-12-12,Morning,09:32AM - 09:48AM,Y
613234,2018-2022,Jaye,Robinson,Striking Committee,1,2018-12-12,Morning,09:32AM - 09:48AM,Y
613235,2018-2022,Paula,Fletcher,TO Live - Human Resources and Stakeholder Relations Committee,1,2018-12-12,Afternoon,14:11PM - 14:12PM,Y
613236,2018-2022,Paula,Fletcher,TO Live - Human Resources and Stakeholder Relations Committee,1,2018-12-12,Afternoon,14:12PM - 14:20PM,Y
613237,2018-2022,Paula,Fletcher,TO Live - Human Resources and Stakeholder Relations Committee,1,2018-12-12,Afternoon,14:21PM - 14:24PM,Y
613238,2018-2022,Paula,Fletcher,TO Live - Human Resources and Stakeholder Relations Committee,1,2018-12-12,Afternoon,14:24PM - 14:35PM,Y
613239,2018-2022,Paula,Fletcher,TO Live - Human Resources and Stakeholder Relations Committee,1,2018-12-12,Afternoon,14:35PM - 14:35PM,Y
613240,2018-2022,Paula,Fletcher,TO Live - Human Resources and Stakeholder Relations Committee,1,2018-12-12,Afternoon,14:37PM - 14:49PM,Y
613241,2018-2022,Paula,Fletcher,TO Live - Human Resources and Stakeholder Relations Committee,1,2018-12-12,Afternoon,14:37PM - 14:37PM,Y
613242,2018-2022,Paula,Fletcher,TO Live - Human Resources and Stakeholder Relations Committee,1,2018-12-12,Afternoon,14:49PM - 14:50PM,Y
613243,2018-2022,John,Filion,TO Live - Programming Risk Committee ,1,2018-12-12,Afternoon,15:23PM - 15:25PM,N
613244,2018-2022,John,Filion,TO Live - Programming Risk Committee ,1,2018-12-12,Afternoon,15:25PM - 16:06PM,N
613245,2018-2022,John,Filion,TO Live - Programming Risk Committee ,1,2018-12-12,Afternoon,16:06PM - 16:07PM,N
613246,2018-2022,Paul,Ainslie,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613247,2018-2022,Ana,Bailão,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613248,2018-2022,Brad,Bradford,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613249,2018-2022,Shelley,Carroll,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,N
613250,2018-2022,Mike,Colle,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613251,2018-2022,Gary,Crawford,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613252,2018-2022,Joe,Cressy,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613253,2018-2022,John,Filion,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613254,2018-2022,Paula,Fletcher,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613255,2018-2022,Michael,Ford,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613256,2018-2022,Mark,Grimes,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613257,2018-2022,Stephen,Holyday,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613258,2018-2022,Jim,Karygiannis,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613259,2018-2022,Cynthia,Lai,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613260,2018-2022,Mike,Layton,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613261,2018-2022,Josh,Matlow,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613262,2018-2022,Jennifer,McKelvie,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613263,2018-2022,Denzil,Minnan-Wong,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613264,2018-2022,Frances,Nunziata,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613265,2018-2022,James,Pasternak,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613266,2018-2022,Gord,Perks,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613267,2018-2022,Anthony,Perruzza,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613268,2018-2022,Jaye,Robinson,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613269,2018-2022,Michael,Thompson,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613270,2018-2022,John,Tory,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613271,2018-2022,Kristyn,Wong-Tam,City Council,1,2018-12-13,Morning,09:33AM - 12:29PM,Y
613272,2018-2022,Paul,Ainslie,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613273,2018-2022,Ana,Bailão,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613274,2018-2022,Brad,Bradford,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613275,2018-2022,Shelley,Carroll,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,N
613276,2018-2022,Mike,Colle,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613277,2018-2022,Gary,Crawford,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613278,2018-2022,Joe,Cressy,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613279,2018-2022,John,Filion,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613280,2018-2022,Paula,Fletcher,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613281,2018-2022,Michael,Ford,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613282,2018-2022,Mark,Grimes,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613283,2018-2022,Stephen,Holyday,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613284,2018-2022,Jim,Karygiannis,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613285,2018-2022,Cynthia,Lai,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613286,2018-2022,Mike,Layton,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613287,2018-2022,Josh,Matlow,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613288,2018-2022,Jennifer,McKelvie,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613289,2018-2022,Denzil,Minnan-Wong,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613290,2018-2022,Frances,Nunziata,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613291,2018-2022,James,Pasternak,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613292,2018-2022,Gord,Perks,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613293,2018-2022,Anthony,Perruzza,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613294,2018-2022,Jaye,Robinson,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613295,2018-2022,Michael,Thompson,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613296,2018-2022,John,Tory,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613297,2018-2022,Kristyn,Wong-Tam,City Council,1,2018-12-13,Afternoon,14:06PM - 19:45PM,Y
613298,2018-2022,Paul,Ainslie,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613299,2018-2022,Ana,Bailão,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613300,2018-2022,Brad,Bradford,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613301,2018-2022,Shelley,Carroll,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,N
613302,2018-2022,Mike,Colle,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,N
613303,2018-2022,Gary,Crawford,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613304,2018-2022,Joe,Cressy,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613305,2018-2022,John,Filion,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613306,2018-2022,Paula,Fletcher,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613307,2018-2022,Michael,Ford,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613308,2018-2022,Mark,Grimes,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,N
613309,2018-2022,Stephen,Holyday,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613310,2018-2022,Jim,Karygiannis,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613311,2018-2022,Cynthia,Lai,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613312,2018-2022,Mike,Layton,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613313,2018-2022,Josh,Matlow,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613314,2018-2022,Jennifer,McKelvie,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613315,2018-2022,Denzil,Minnan-Wong,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613316,2018-2022,Frances,Nunziata,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613317,2018-2022,James,Pasternak,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613318,2018-2022,Gord,Perks,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613319,2018-2022,Anthony,Perruzza,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613320,2018-2022,Jaye,Robinson,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613321,2018-2022,Michael,Thompson,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613322,2018-2022,John,Tory,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613323,2018-2022,Kristyn,Wong-Tam,City Council,1,2018-12-13,Evening,19:49PM - 19:59PM,Y
613324,2018-2022,Paul,Ainslie,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613325,2018-2022,Ana,Bailão,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613326,2018-2022,Brad,Bradford,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613327,2018-2022,Shelley,Carroll,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,N
613328,2018-2022,Mike,Colle,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,N
613329,2018-2022,Gary,Crawford,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613330,2018-2022,Joe,Cressy,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613331,2018-2022,John,Filion,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613332,2018-2022,Paula,Fletcher,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613333,2018-2022,Michael,Ford,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613334,2018-2022,Mark,Grimes,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,N
613335,2018-2022,Stephen,Holyday,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613336,2018-2022,Jim,Karygiannis,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613337,2018-2022,Cynthia,Lai,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613338,2018-2022,Mike,Layton,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613339,2018-2022,Josh,Matlow,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613340,2018-2022,Jennifer,McKelvie,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613341,2018-2022,Denzil,Minnan-Wong,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613342,2018-2022,Frances,Nunziata,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613343,2018-2022,James,Pasternak,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613344,2018-2022,Gord,Perks,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613345,2018-2022,Anthony,Perruzza,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613346,2018-2022,Jaye,Robinson,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613347,2018-2022,Michael,Thompson,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613348,2018-2022,John,Tory,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,Y
613349,2018-2022,Kristyn,Wong-Tam,City Council,1,2018-12-13,Evening,20:04PM - 20:09PM,N
613350,2018-2022,Ana,Bailão,CreateTO,2,2019-01-09,Afternoon,13:39PM - 13:48PM,Y
613351,2018-2022,Paula,Fletcher,CreateTO,2,2019-01-09,Afternoon,13:39PM - 13:48PM,Y
613352,2018-2022,Ana,Bailão,CreateTO,2,2019-01-09,Afternoon,13:50PM - 14:11PM,Y
613353,2018-2022,Paula,Fletcher,CreateTO,2,2019-01-09,Afternoon,13:50PM - 14:11PM,Y
613354,2018-2022,Ana,Bailão,CreateTO,2,2019-01-09,Afternoon,14:12PM - 14:13PM,Y
613355,2018-2022,Paula,Fletcher,CreateTO,2,2019-01-09,Afternoon,14:12PM - 14:13PM,Y
613356,2018-2022,Gary,Crawford,Civic Appointments Committee,1,2019-01-10,Afternoon,14:04PM - 14:21PM,Y
613357,2018-2022,Cynthia,Lai,Civic Appointments Committee,1,2019-01-10,Afternoon,14:04PM - 14:21PM,Y
613358,2018-2022,Mike,Layton,Civic Appointments Committee,1,2019-01-10,Afternoon,14:04PM - 14:21PM,N
613359,2018-2022,Denzil,Minnan-Wong,Civic Appointments Committee,1,2019-01-10,Afternoon,14:04PM - 14:21PM,Y
613360,2018-2022,Frances,Nunziata,Civic Appointments Committee,1,2019-01-10,Afternoon,14:04PM - 14:21PM,Y
613361,2018-2022,Gary,Crawford,Civic Appointments Committee,1,2019-01-10,Afternoon,14:22PM - 14:50PM,Y
613362,2018-2022,Cynthia,Lai,Civic Appointments Committee,1,2019-01-10,Afternoon,14:22PM - 14:50PM,Y
613363,2018-2022,Mike,Layton,Civic Appointments Committee,1,2019-01-10,Afternoon,14:22PM - 14:50PM,N
613364,2018-2022,Denzil,Minnan-Wong,Civic Appointments Committee,1,2019-01-10,Afternoon,14:22PM - 14:50PM,Y
613365,2018-2022,Frances,Nunziata,Civic Appointments Committee,1,2019-01-10,Afternoon,14:22PM - 14:50PM,Y
613366,2018-2022,Gary,Crawford,Civic Appointments Committee,1,2019-01-10,Afternoon,14:52PM - 14:57PM,Y
613367,2018-2022,Cynthia,Lai,Civic Appointments Committee,1,2019-01-10,Afternoon,14:52PM - 14:57PM,Y
613368,2018-2022,Mike,Layton,Civic Appointments Committee,1,2019-01-10,Afternoon,14:52PM - 14:57PM,N
613369,2018-2022,Denzil,Minnan-Wong,Civic Appointments Committee,1,2019-01-10,Afternoon,14:52PM - 14:57PM,Y
613370,2018-2022,Frances,Nunziata,Civic Appointments Committee,1,2019-01-10,Afternoon,14:52PM - 14:57PM,Y
613371,2018-2022,Paul,Ainslie,General Government and Licensing Committee,1,2019-01-14,Morning,09:36AM - 11:09AM,Y
613372,2018-2022,John,Filion,General Government and Licensing Committee,1,2019-01-14,Morning,09:36AM - 11:09AM,Y
613373,2018-2022,Stephen,Holyday,General Government and Licensing Committee,1,2019-01-14,Morning,09:36AM - 11:09AM,Y
613374,2018-2022,Jim,Karygiannis,General Government and Licensing Committee,1,2019-01-14,Morning,09:36AM - 11:09AM,Y
613375,2018-2022,Josh,Matlow,General Government and Licensing Committee,1,2019-01-14,Morning,09:36AM - 11:09AM,Y
613376,2018-2022,Frances,Nunziata,General Government and Licensing Committee,1,2019-01-14,Morning,09:36AM - 11:09AM,Y
613377,2018-2022,Michael,Ford,Etobicoke York Community Council,2,2019-01-15,Morning,09:30AM - 11:08AM,Y
613378,2018-2022,Mark,Grimes,Etobicoke York Community Council,2,2019-01-15,Morning,09:30AM - 11:08AM,Y
613379,2018-2022,Stephen,Holyday,Etobicoke York Community Council,2,2019-01-15,Morning,09:30AM - 11:08AM,Y
